PARTICIPANT_CODE,DISTRICT,POSTCODE
6634073JSE,,0
6634100JSE,,0
6634139JSE,,0
6634167JSE,,0
6634195JSE,,0
6634222JSE,,0
6634360JSE,,0
6634398JSE,,0
6634425JSE,,0
6634453JSE,,0
6634481JSE,,0
6634521JSE,,0
6634551JSE,,0
6634588JSE,,0
6634615JSE,,0
6634643JSE,,0
6634671JSE,,0
6634805JSE,,0
6634846JSE,,0
6634874JSE,,3170
6665654JSE,,1020
6665682JSE,,1020
6665713JSE,,1020
6665748JSE,,1020
6665776JSE,,1020
6665803JSE,,1020
6665940JSE,,1020
6665979JSE,,1020
6666004JSE,,1020
6637704JSE,,0
6637732JSE,,0
6637760JSE,,0
6637799JSE,,0
6637826JSE,,0
6637854JSE,,0
6637991JSE,,6670
6638027JSE,,6670
6638055JSE,,6670
6638083JSE,,6670
6638123JSE,,6670
6638151JSE,,6670
6638182JSE,,6670
6638217JSE,,6670
6638245JSE,,6670
6638273JSE,,5600
6638300JSE,,5600
6638448JSE,,8600
6638476JSE,,0
6638924JSE,,3300
6638952JSE,,3300
6638980JSE,,3300
6639016JSE,,3300
6639057JSE,,2490
6639085JSE,,2760
6639112JSE,,2760
6639140JSE,,2760
6639179JSE,,2760
6639206JSE,,2760
6668811JSE,,8650
6668849JSE,,9670
6668878JSE,,2725
6668905JSE,,9670
6668933JSE,,7280
6668961JSE,,9670
6669106JSE,,8650
6642293JSE,,4720
6642320JSE,,2780
6642359JSE,,7250
6642387JSE,,9700
6642427JSE,,0
6642455JSE,,0
6642483JSE,,0
6642629JSE,,0
6643064JSE,,1512
6644001JSE,,6665
6644038JSE,,2727
6644066JSE,,2727
6673126JSE,,8650
6673154JSE,,2660
6673182JSE,,9480
6673218JSE,,2660
6673248JSE,,7281
6673289JSE,,7281
6645679JSE,,3100
6645706JSE,,6303
6645734JSE,,6303
6645871JSE,,6665
6645909JSE,,6665
6645937JSE,,0
6645965JSE,,7605
6645993JSE,,6303
6647589JSE,,5600
6647616JSE,,2760
6650335JSE,,265
6650376JSE,,6115
6650403JSE,,3180
6650431JSE,,284
6650467JSE,,284
6650498JSE,,2710
6650525JSE,,2710
6650553JSE,,2710
6650581JSE,,2710
6650619JSE,,0
6650756JSE,,7281
6650797JSE,,7281
6651243JSE,,9835
6651271JSE,,2430
6651309JSE,,9670
6651337JSE,,9500
6651378JSE,,9835
6651405JSE,,9835
6651433JSE,,0
6651461JSE,,1110
6651496JSE,,9670
6651527JSE,,0
6651664JSE,,2490
6651692JSE,,0
6651726JSE,,1110
6651758JSE,,1110
6651786JSE,,0
6651826JSE,,1110
6651854JSE,,0
6651882JSE,,0
6651917JSE,,0
6651948JSE,,0
6651976JSE,,5322
6652110JSE,,0
6652149JSE,,9835
6652177JSE,,5322
6679685JSE,,7280
6679712JSE,,7280
6679740JSE,,7280
6679779JSE,,6400
6679819JSE,,6400
6679847JSE,,6750
6679875JSE,,2490
6679902JSE,,2490
6653262JSE,,8600
6653290JSE,,8600
6653328JSE,,8624
6653356JSE,,8624
6653397JSE,,3300
6653424JSE,,3300
6653452JSE,,2021
6653480JSE,,6000
6653518JSE,,6000
6653546JSE,,6000
6653670JSE,,7300
6654137JSE,,6331
6683393JSE,,0
6683420JSE,,0
6654616JSE,,6770
6654644JSE,,6400
6654672JSE,,6331
6654712JSE,,6400
6654740JSE,,5206
6654779JSE,,6300
6654806JSE,,5320
6654834JSE,,5320
6654862JSE,,5320
6654890JSE,,6400
6655035JSE,,6400
6655063JSE,,5320
6655091JSE,,6191
6684856JSE,,6665
6656906JSE,,9515
6656934JSE,,3950
6657067JSE,,9982
6657095JSE,,8550
6657122JSE,,8550
6657150JSE,,2315
6663432JSE,,46
6664992JSE,,0
6665028JSE,,9705
6665056JSE,,9705
6665274JSE,,9904
6665301JSE,,0
6665492JSE,,1020
6665522JSE,,1020
6665558JSE,,1020
6665599JSE,,1020
6665626JSE,,1020
6666032JSE,,3950
6666060JSE,,0
6666099JSE,,0
6666126JSE,,2570
6668200JSE,,1740
6668239JSE,,2660
6668267JSE,,8650
6668295JSE,,2770
6668322JSE,,9670
6668350JSE,,2660
6668391JSE,,1742
6668429JSE,,1742
6668457JSE,,2770
6668485JSE,,1742
6668512JSE,,1742
6668658JSE,,2725
6668688JSE,,2725
6668715JSE,,2715
6668743JSE,,9670
6668771JSE,,1742
6669228JSE,,2490
6669256JSE,,2490
6669284JSE,,2490
6669324JSE,,2490
6672137JSE,,1300
6672165JSE,,1056
6672193JSE,,1020
6672233JSE,,6331
6672370JSE,,9445
6672408JSE,,2490
6672436JSE,,0
6672464JSE,,2660
6672492JSE,,2660
6672522JSE,,2490
6672994JSE,,4590
6673032JSE,,2940
6673060JSE,,2940
6673099JSE,,2940
7018540JSE,,0
7018594JSE,,3100
7018186JSE,,1350
6704875JSE,,0
6704902JSE,,1020
6706234JSE,,0
6676202JSE,,2200
6676243JSE,,2200
6707645JSE,,9720
6707787JSE,,6665
6677151JSE,,7280
6677192JSE,,7210
6677339JSE,,8600
6677367JSE,,8600
6677395JSE,,7280
6677422JSE,,2400
6677450JSE,,3233
6677489JSE,,3233
6677516JSE,,1120
6677544JSE,,0
6677585JSE,,0
6677612JSE,,6750
6677640JSE,,6665
6677788JSE,,6665
6677815JSE,,6665
6677843JSE,,7605
6677871JSE,,5322
6677909JSE,,5322
6677937JSE,,5322
6677965JSE,,5322
6677993JSE,,5322
6679441JSE,,9670
6679591JSE,,2520
6679629JSE,,7280
6679657JSE,,7280
6683459JSE,,0
6683487JSE,,0
6683610JSE,,6740
6683649JSE,,1735
6684096JSE,,5256
6687836JSE,,6300
6687864JSE,,6185
6687892JSE,,6300
6687920JSE,,6185
6687958JSE,,6520
6687999JSE,,6185
6688024JSE,,6300
6688052JSE,,6400
6688080JSE,,6185
6688650JSE,,0
6688689JSE,,6670
6723235JSE,,1020
6723276JSE,,1020
6697124JSE,,1120
6697152JSE,,5850
6697180JSE,,5800
6697218JSE,,6665
6697246JSE,,6665
6697274JSE,,6665
6603741JSE,,7300
6725690JSE,,5310
6725730JSE,,1340
6725769JSE,,0
6725797JSE,,0
6725824JSE,,1020
6725961JSE,,2380
6725991JSE,,2310
6726025JSE,,9982
7021039JSE,,2600
6327355JSE,,6300
7020080JSE,,5100
7020093JSE,,0
6727544JSE,,3233
6727572JSE,,3233
7019405JSE,,6740
7019202JSE,,6185
7018769JSE,,1791
7018730JSE,,6849
4155663JSE,,3000
6704943JSE,,2157
6705076JSE,,6665
6705116JSE,,6560
6705144JSE,,6560
6705172JSE,,6400
6705205JSE,,6400
6705238JSE,,5320
6732581JSE,,1572
6732619JSE,,0
6732647JSE,,5800
6732675JSE,,5800
6732702JSE,,5800
6732730JSE,,5800
6732769JSE,,5800
6732797JSE,,5800
6732837JSE,,5800
6732865JSE,,5800
6706676JSE,,3241
6706716JSE,,3300
6706744JSE,,3241
6706881JSE,,3233
6706919JSE,,3241
6706947JSE,,3257
6706975JSE,,3233
6707000JSE,,3233
6707039JSE,,3360
6707067JSE,,3257
6707135JSE,,6740
6707163JSE,,9720
6707191JSE,,9800
6707338JSE,,9630
6707366JSE,,9890
6707394JSE,,9720
6707421JSE,,0
6707454JSE,,9890
6707490JSE,,9630
6707528JSE,,9800
6707556JSE,,9700
6707584JSE,,9720
6707611JSE,,9890
6734182JSE,,2760
6712497JSE,,2140
6712524JSE,,3295
6712552JSE,,5850
6712580JSE,,5850
6712618JSE,,5850
7018036JSE,,6810
6744185JSE,,9630
6744212JSE,,9932
6744240JSE,,2200
6744279JSE,,6660
6744319JSE,,6660
6744347JSE,,6660
6744484JSE,,6660
6719202JSE,,3275
6719230JSE,,6105
6719269JSE,,6105
6719297JSE,,6105
6719324JSE,,6105
6719352JSE,,6105
6719393JSE,,6105
6719420JSE,,6105
6719459JSE,,6105
6747287JSE,,0
6747314JSE,,0
6747342JSE,,0
6747370JSE,,0
6747408JSE,,0
6747449JSE,,0
6286782JSE,,2520
6286810JSE,,2520
6725512JSE,,7551
6725540JSE,,7551
6725579JSE,,7551
6725606JSE,,9680
6725634JSE,,5310
6725662JSE,,5310
6726053JSE,,9982
6726081JSE,,1340
6726121JSE,,0
6726153JSE,,1340
6726188JSE,,1340
6726215JSE,,2490
6726243JSE,,1340
6726271JSE,,1340
6726418JSE,,1340
6726446JSE,,1340
6726474JSE,,1340
6726501JSE,,1340
6726535JSE,,1340
6726568JSE,,0
6726596JSE,,1340
6726623JSE,,1340
6726664JSE,,1340
6726692JSE,,6740
6726726JSE,,6740
6727603JSE,,3233
6727638JSE,,3233
6353313JSE,,7230
6351715JSE,,1035
6351743JSE,,1035
6351771JSE,,1035
6351809JSE,,1035
6351837JSE,,1035
6351878JSE,,1190
6351905JSE,,1190
6351933JSE,,1190
6732991JSE,,2330
6733038JSE,,1122
6733066JSE,,1122
6733094JSE,,555
6733121JSE,,555
6733153JSE,,1122
6733215JSE,,9725
6733243JSE,,9725
6737484JSE,,0
6737511JSE,,3241
6737548JSE,,4000
6737578JSE,,4000
6359220JSE,,2200
6359259JSE,,2874
6359287JSE,,9700
6359327JSE,,9700
6359355JSE,,0
6359383JSE,,1002
7017047JSE,,6015
7016588JSE,,9835
6744511JSE,,6660
6744548JSE,,6660
6744578JSE,,6660
6744605JSE,,924
6744646JSE,,3300
6744674JSE,,3300
6744701JSE,,2310
6744739JSE,,9500
6744768JSE,,2310
6744796JSE,,3300
6744932JSE,,3300
6744960JSE,,3300
6744999JSE,,9500
6745024JSE,,7281
6745052JSE,,7281
6745080JSE,,7281
6745118JSE,,2400
6745146JSE,,3300
6745187JSE,,2400
6745214JSE,,6056
6368399JSE,,2825
6368427JSE,,2825
6368455JSE,,2825
6746774JSE,,6525
6746801JSE,,6525
6746836JSE,,885
6746868JSE,,2211
6747028JSE,,2520
6747165JSE,,3140
6747193JSE,,3140
6747220JSE,,8610
6747259JSE,,6105
6365597JSE,,2710
6750373JSE,,6740
6750400JSE,,6740
6750439JSE,,6740
6750467JSE,,850
6750495JSE,,2230
7016113JSE,,2755
7016099JSE,,6810
7016154JSE,,2380
6346911JSE,,3340
6346946JSE,,3340
6346978JSE,,3340
6347016JSE,,3340
6347153JSE,,4600
6347181JSE,,5540
6347219JSE,,5540
6347247JSE,,5540
6347275JSE,,5540
6347302JSE,,5540
6347330JSE,,5320
6347369JSE,,1749
6347397JSE,,1749
6347437JSE,,0
6347465JSE,,3300
6348155JSE,,1380
6348183JSE,,6740
6350577JSE,,1190
6350617JSE,,2520
6350645JSE,,2508
6350673JSE,,2520
6350700JSE,,2520
6350739JSE,,0
6351051JSE,,4930
6351621JSE,,9410
6351658JSE,,1747
6351688JSE,,1035
6376743JSE,,1190
6376771JSE,,8570
6376811JSE,,3770
6376849JSE,,3770
6376878JSE,,3770
6349768JSE,,0
6378463JSE,,8600
6378491JSE,,0
6378529JSE,,0
6378557JSE,,2770
6378585JSE,,0
6378612JSE,,7280
6378653JSE,,0
6378681JSE,,6740
6378828JSE,,8850
6354044JSE,,0
6354384JSE,,6015
6354411JSE,,6015
6354441JSE,,6015
6354478JSE,,6015
6354505JSE,,3495
6352418JSE,,470
6352542JSE,,7170
6352570JSE,,7170
6352841JSE,,7646
6352878JSE,,7600
6353027JSE,,7600
6353055JSE,,0
6353096JSE,,6740
6353123JSE,,1190
6353151JSE,,0
6358381JSE,,2523
6358419JSE,,1685
6358447JSE,,6570
6358584JSE,,9986
6358611JSE,,9986
6358645JSE,,9986
6358678JSE,,9986
6358705JSE,,9986
6358733JSE,,9986
6358761JSE,,3680
6385531JSE,,3019
6386683JSE,,3100
6386817JSE,,3183
6386845JSE,,3275
6386873JSE,,3950
6386913JSE,,4225
6386941JSE,,3183
6389011JSE,,2330
6364881JSE,,4640
6364919JSE,,4640
6365054JSE,,4640
6365082JSE,,4640
6365111JSE,,4640
6365148JSE,,4640
6365176JSE,,6330
6365203JSE,,2570
6365244JSE,,2770
6365272JSE,,8575
6365302JSE,,2570
6365338JSE,,9700
6365366JSE,,3640
6365490JSE,,5322
6365528JSE,,5322
6365569JSE,,5322
6368658JSE,,6770
6368686JSE,,6185
6368713JSE,,6185
6368741JSE,,0
6368771JSE,,0
6368807JSE,,0
6368835JSE,,0
6368876JSE,,6770
6368903JSE,,4562
6368931JSE,,4562
6368962JSE,,4562
6369104JSE,,5520
6369132JSE,,5520
6369160JSE,,5460
6369199JSE,,5930
6369226JSE,,5530
6369254JSE,,5530
6369282JSE,,5530
6397054JSE,,6705
6397082JSE,,6303
6397111JSE,,6303
6397148JSE,,6300
6397176JSE,,6300
6397203JSE,,7320
6397231JSE,,4930
6397272JSE,,6300
6371962JSE,,2780
6372000JSE,,2775
6372039JSE,,2780
6372067JSE,,2775
6372095JSE,,2780
6372122JSE,,2775
6372150JSE,,2775
6372298JSE,,9735
6372325JSE,,9735
6372353JSE,,9735
6398626JSE,,3325
6398667JSE,,3100
6398695JSE,,0
6398722JSE,,0
6398750JSE,,3325
6398789JSE,,3100
6399045HST,,4600
6370701JSE,,1190
6370739JSE,,1190
6370768JSE,,1190
6370796JSE,,1190
6722522JSE,,9705
6722558JSE,,7250
6722599JSE,,7250
6722626JSE,,7250
6722654JSE,,1050
6722791JSE,,2330
6722829JSE,,2330
6722857JSE,,2330
6722885JSE,,2330
6722925JSE,,2330
6722953JSE,,1020
6722981JSE,,2330
6723017JSE,,1020
6723045JSE,,1050
6723073JSE,,1050
6723100JSE,,1020
6750522JSE,,1340
6404112JSE,,8570
6404140JSE,,2570
6404179JSE,,2570
6404206JSE,,7320
6404234JSE,,6830
6404262JSE,,6830
6376905JSE,,1962
6376933JSE,,6740
6376961JSE,,241
6376991JSE,,241
6377025JSE,,6740
6377053JSE,,6740
6377215JSE,,0
6377243JSE,,9700
6378042JSE,,6848
6378083JSE,,6848
6378110JSE,,6848
6378149JSE,,6848
6378435JSE,,0
6406205JSE,,9705
6378856JSE,,6304
6378884JSE,,6303
6378911JSE,,8850
6378946JSE,,8800
6379411JSE,,7281
6379441JSE,,7283
6379478JSE,,0
6379505JSE,,6820
6410070JSE,,6185
6410108JSE,,6140
6410136JSE,,6185
6410164JSE,,6185
6410204JSE,,3170
6411559JSE,,8603
6411587JSE,,8490
6411627JSE,,2725
6411655JSE,,2725
6411683JSE,,2725
6411710JSE,,2725
6411749JSE,,2725
6411777JSE,,2725
6413497JSE,,7170
6385564JSE,,3000
6385598JSE,,3000
6385625JSE,,3000
6385653JSE,,2470
6385681JSE,,3080
6385719JSE,,3080
6385747JSE,,3080
6385788JSE,,0
6385924JSE,,1560
6385952JSE,,102
6385980JSE,,1747
6386016JSE,,1780
6386044JSE,,2701
6386072JSE,,2410
6386108JSE,,6187
6386138JSE,,6187
6386179JSE,,6187
6386206JSE,,6187
6386234JSE,,102
6386371JSE,,6743
6386409JSE,,6743
6386437JSE,,6743
6386465JSE,,3183
6386493JSE,,3135
6386520JSE,,3183
6386561JSE,,3275
6386593JSE,,3002
6386627JSE,,3183
6386655JSE,,3183
6387098JSE,,7210
6387137JSE,,6303
6387289JSE,,9500
6387317JSE,,1404
6416667JSE,,6848
6416695JSE,,6848
6416735JSE,,6848
6417060JSE,,8600
6417099JSE,,2570
6417126JSE,,2570
6389146JSE,,3100
6389283JSE,,5500
6389310JSE,,6303
6389349JSE,,6303
6389377JSE,,6303
6389404JSE,,5322
6389445JSE,,6303
6389473JSE,,6187
6389500JSE,,6187
6389539JSE,,5322
6389567JSE,,5322
6389595JSE,,5445
6389731JSE,,6303
6389785JSE,,7280
6389812JSE,,6742
6389840JSE,,6742
6389879JSE,,6742
6389906JSE,,1840
6389934JSE,,6187
6389962JSE,,6187
6390008JSE,,0
6390036JSE,,0
6418985JSE,,3000
6419023JSE,,3000
6419051JSE,,6760
6419085JSE,,6760
6419213JSE,,6760
6419254JSE,,6770
6419282JSE,,6400
6394358JSE,,450
6394386JSE,,9500
6394426JSE,,6187
6394454JSE,,6187
6395089JSE,,5205
6395552JSE,,1096
6395580JSE,,2333
6395618JSE,,2333
6396729JSE,,0
6396757JSE,,7623
6396785JSE,,6303
6396825JSE,,9000
6396853JSE,,6740
6396881JSE,,6303
6396919JSE,,7622
6397680JSE,,7220
6397718JSE,,6740
6397746JSE,,2211
6398233JSE,,1380
6398261JSE,,1380
6398292JSE,,701
6398331JSE,,0
6398477JSE,,3301
6398504JSE,,1380
6398532JSE,,9650
6398560JSE,,0
6398599JSE,,0
6429533JSE,,0
6429561JSE,,5980
6429593JSE,,2031
6429627JSE,,1884
6429655JSE,,2031
6429696JSE,,5980
6404290JSE,,6730
6404328JSE,,2333
6404478JSE,,0
6404505JSE,,2770
6404533JSE,,8575
6404561JSE,,2770
6404593JSE,,2770
6404627JSE,,8575
6404668JSE,,2770
6404696JSE,,2770
6404723JSE,,8575
6404751JSE,,2770
6404784JSE,,8575
6404926JSE,,9670
6404954JSE,,6400
6404982JSE,,9670
6405018JSE,,9610
6405046JSE,,9670
6405074JSE,,5322
6405101JSE,,9670
6405738JSE,,1380
6433200JSE,,2470
6433348JSE,,8600
6433376JSE,,8600
6433403JSE,,2650
6433431JSE,,2650
6406238JSE,,9705
6406266JSE,,6303
6406294JSE,,8600
6408530JSE,,9660
6408665JSE,,300
6408693JSE,,182
6408733JSE,,6400
6436587JSE,,0
6436614JSE,,9515
6436642JSE,,0
6436670JSE,,0
6436708JSE,,6770
6410232JSE,,3170
6410260JSE,,3170
6410382JSE,,2500
6410412JSE,,2522
6410564JSE,,2522
6410598JSE,,2522
6410625JSE,,2522
6410653JSE,,2522
6410681JSE,,2522
6410721JSE,,8600
6410755JSE,,8600
6410788JSE,,2610
6410815JSE,,2805
6410843JSE,,8603
6410871JSE,,2805
6411016JSE,,2770
6411044JSE,,8600
6411072JSE,,5920
6411108JSE,,8600
6411138JSE,,2610
6411179JSE,,8600
6411206JSE,,8603
6411234JSE,,5920
6411262JSE,,5920
6411290JSE,,2770
6411328JSE,,8600
6411465JSE,,8603
6411493JSE,,8603
6411520JSE,,8603
6438402JSE,,0
6438430JSE,,6140
6412495JSE,,3680
6412522JSE,,3680
6412550JSE,,3680
6416573JSE,,5320
6416600JSE,,6760
6416639JSE,,0
6417167JSE,,2570
6417195JSE,,2570
6417222JSE,,2650
6417250JSE,,8600
6417289JSE,,2650
6417412JSE,,6740
6417547JSE,,0
6417575JSE,,0
6417602JSE,,0
6445620JSE,,6400
6445659JSE,,6400
6445687JSE,,6400
6445714JSE,,3301
6445755JSE,,3301
6445783JSE,,3301
6445810JSE,,6300
6445945JSE,,186
6419315JSE,,6760
6419348JSE,,6820
6421174JSE,,110
6421308JSE,,250
6421349JSE,,1
6421377JSE,,28
6421404JSE,,530
6421432JSE,,530
6421460JSE,,250
6421499JSE,,250
6421526JSE,,800
6421554JSE,,1
6421595JSE,,1600
6424551JSE,,0
6424588JSE,,0
6424742JSE,,9880
6424778JSE,,9880
6424805JSE,,9760
6424833JSE,,9880
6424874JSE,,0
6424901JSE,,9760
6425034JSE,,9760
6425075JSE,,2385
6425102JSE,,2385
6425130JSE,,2410
6426553JSE,,0
6426594JSE,,6760
6426621JSE,,6400
6426658JSE,,6760
6426688JSE,,6770
6426715JSE,,6760
6426849JSE,,8570
6426878JSE,,8570
6459215JSE,,2210
6459243JSE,,3325
6459271JSE,,3325
6459311JSE,,3325
6459344JSE,,0
6459378JSE,,1740
6459405JSE,,1740
6459433JSE,,1740
6433811JSE,,6700
6433849JSE,,4930
6433878JSE,,6770
6433905JSE,,6770
6433933JSE,,6770
6433961JSE,,4930
6433991JSE,,5500
6434025JSE,,5900
6462423JSE,,2136
6462464JSE,,1740
6462492JSE,,1740
6462522JSE,,2136
6462558JSE,,1740
6462586JSE,,2136
6462613JSE,,2136
6436559JSE,,0
6466786JSE,,0
6466813JSE,,2210
6439043JSE,,2740
6439078JSE,,2740
6439105JSE,,2740
6439133JSE,,2740
6439161JSE,,2770
6439195JSE,,2770
6439227JSE,,2780
6439255JSE,,2760
6439825JSE,,0
6440865JSE,,9515
6440893JSE,,7600
6440933JSE,,7233
6440961JSE,,7250
6440991JSE,,7233
6441121JSE,,2490
6441153JSE,,3881
6441190JSE,,0
6441228JSE,,3680
6441256JSE,,8765
6441284JSE,,6760
6441311JSE,,6210
6441344JSE,,6210
6441380JSE,,6400
6441418JSE,,6400
6441446JSE,,6400
6470357JSE,,5322
6470398JSE,,1747
6472104JSE,,6300
6472132JSE,,6300
6472173JSE,,6300
6445509JSE,,0
6445537JSE,,6400
6445565JSE,,6400
6445593JSE,,6400
6446310JSE,,6760
6446351JSE,,6810
6446386JSE,,6130
6451236JSE,,7655
6451264JSE,,8850
6451292JSE,,6810
6451328JSE,,8850
6451360JSE,,8850
6451399JSE,,8012
6451426JSE,,8012
6479067JSE,,2835
6479095JSE,,350
6479122JSE,,1002
6479150JSE,,1002
6479191JSE,,2825
6479229JSE,,2835
6479257JSE,,2809
6479394JSE,,5900
6452849JSE,,9000
6452877JSE,,0
6452904JSE,,8600
6452932JSE,,8600
6454720JSE,,8570
6454759JSE,,2200
6454787JSE,,250
6454814JSE,,2200
6454951JSE,,2835
6454988JSE,,2200
6455015JSE,,250
6455043JSE,,23
6455071JSE,,2835
6455109JSE,,1
6455140JSE,,250
6455178JSE,,1935
6455205JSE,,186
6455233JSE,,186
6455261JSE,,1
6456671JSE,,7280
6456711JSE,,7250
6456742JSE,,9880
6456778JSE,,1302
6456805JSE,,9630
6456833JSE,,0
6456861JSE,,0
6456894JSE,,0
6456927JSE,,1095
6483698JSE,,3170
6483725JSE,,3170
6483753JSE,,557
6483781JSE,,3170
6483819JSE,,557
6483956JSE,,0
6483984JSE,,0
6484014JSE,,0
6484048JSE,,3170
6484076JSE,,3170
6484116JSE,,0
6458675JSE,,4700
6458702JSE,,1620
6458730JSE,,715
6458769JSE,,5206
6458797JSE,,1623
6458824JSE,,1623
6458852JSE,,1623
6458880JSE,,1623
6458920JSE,,1623
6458959JSE,,1623
6458987JSE,,1490
6459121JSE,,1740
6459153JSE,,1490
6459188JSE,,2400
6485731JSE,,0
6485768JSE,,2490
6485798JSE,,2490
6485838JSE,,2490
6485866JSE,,2490
6485894JSE,,2490
6485921JSE,,2490
6485959JSE,,2490
6486095JSE,,0
6487218JSE,,9770
6487246JSE,,9860
6487274JSE,,9600
6487301JSE,,9860
6487449JSE,,9745
6487477JSE,,9770
6487504JSE,,9860
6487532JSE,,9745
6487560JSE,,9735
6487600JSE,,9735
6487639JSE,,9735
6487667JSE,,9735
6461135JSE,,1935
6461163JSE,,1935
6461191JSE,,1935
6461231JSE,,2465
6461263JSE,,2430
6461406JSE,,2465
6461434JSE,,2430
6461462JSE,,2430
6461490JSE,,2430
6461528JSE,,2430
6461556JSE,,2430
6461584JSE,,2470
6461624JSE,,2470
6461652JSE,,23
6461680JSE,,23
6461718JSE,,2430
6461855JSE,,2136
6461883JSE,,2136
6461910JSE,,1740
6461949JSE,,1740
6461977JSE,,2136
6462015JSE,,2136
6462043JSE,,1749
6462071JSE,,2136
6462109JSE,,1740
6462137JSE,,2136
6462165JSE,,2136
6462301JSE,,2136
6462331JSE,,2780
6462368JSE,,2780
6462396JSE,,2780
6489075JSE,,2375
6462750JSE,,2136
6462789JSE,,2136
6462816JSE,,2690
6462844JSE,,2690
6463709JSE,,1001
6463737JSE,,186
6463765JSE,,7230
6465307JSE,,1056
6465335JSE,,1056
6465363JSE,,1056
6465391JSE,,1056
6465429JSE,,1056
6465457JSE,,1056
6465606JSE,,3183
6465634JSE,,3881
6465662JSE,,3100
6465690JSE,,3100
6465728JSE,,7623
6465756JSE,,7623
6465797JSE,,7623
6465824JSE,,7623
6465852JSE,,7623
6465880JSE,,7623
6465918JSE,,7623
6466040JSE,,7250
6466079JSE,,7250
6466106JSE,,7230
6466841JSE,,2210
6466878JSE,,2136
6466907JSE,,2210
6466935JSE,,1020
6466976JSE,,1623
6467001JSE,,2210
6467030JSE,,1020
6467068JSE,,1623
6467096JSE,,2210
6467232JSE,,1836
6467260JSE,,1740
6467299JSE,,1020
6467326JSE,,2210
6467354JSE,,3325
6467382JSE,,3325
6467412JSE,,1623
6467450JSE,,1836
6467489JSE,,2146
6467516JSE,,2136
6467544JSE,,2146
6467681JSE,,1740
6467719JSE,,1876
6467747JSE,,1876
6467775JSE,,1876
6467802JSE,,1747
6467830JSE,,6304
6495058JSE,,0
6495086JSE,,0
6495113JSE,,0
6495154JSE,,0
6496510JSE,,4920
6496549JSE,,4920
6496577JSE,,9600
6496604JSE,,9535
6496645JSE,,9880
6496673JSE,,6300
6496700JSE,,9880
6496848JSE,,9835
6496876JSE,,6300
6470425JSE,,1122
6470453JSE,,0
6470481JSE,,0
6470778JSE,,5980
6470805JSE,,2031
6470833JSE,,2805
6470861JSE,,1122
6471508JSE,,6795
6498175JSE,,2780
6498311JSE,,7281
6498344JSE,,2660
6498378JSE,,1685
6474557JSE,,3301
6478499JSE,,8012
6478526JSE,,8012
6478554JSE,,3000
6478582JSE,,6760
6478616JSE,,1840
6478648JSE,,2805
6478676JSE,,2805
6478703JSE,,2805
6478731JSE,,1572
6478772JSE,,2805
6478807JSE,,2000
6478934JSE,,1623
6478975JSE,,2805
6505220JSE,,0
6505259JSE,,1740
6505396JSE,,2350
6505423JSE,,2350
6506547JSE,,2350
6506575JSE,,5322
6506602JSE,,700
6506742JSE,,2210
6506778JSE,,2210
6506805JSE,,6140
6506833JSE,,6140
6506861JSE,,6140
6506894JSE,,6140
6506927JSE,,6140
6481516JSE,,116
6481897JSE,,2310
6481937JSE,,2310
6483507JSE,,0
6483535JSE,,0
6483563JSE,,0
6483591JSE,,0
6483629JSE,,0
6483661JSE,,3170
6484144JSE,,9880
6484172JSE,,9706
6484205JSE,,9706
6484238JSE,,9706
6484266JSE,,9700
6512560JSE,,0
6486122JSE,,0
6486150JSE,,0
6486189JSE,,0
6486216JSE,,0
6486244JSE,,1056
6486285JSE,,0
6486312JSE,,9600
6486340JSE,,9700
6486379JSE,,1995
6486406JSE,,9535
6486543JSE,,9515
6486571JSE,,9700
6486609JSE,,9515
6486637JSE,,9515
6486665JSE,,9515
6486693JSE,,9515
6486733JSE,,9700
6486761JSE,,9515
6486797JSE,,9515
6486827JSE,,9700
6486855JSE,,9700
6486992JSE,,9600
6487028JSE,,9730
6487056JSE,,9600
6487084JSE,,9600
6487124JSE,,9401
6487152JSE,,9860
6487180JSE,,9600
6513901JSE,,3950
6513933JSE,,0
6513970JSE,,3950
6514143JSE,,8600
6514171JSE,,8600
6514209JSE,,2680
6487695JSE,,9735
6487722JSE,,9735
6487750JSE,,9735
6516162JSE,,1490
6516309JSE,,7550
6516337JSE,,7550
6516365JSE,,6810
6433085JSE,,5320
6433117JSE,,0
6433145JSE,,0
6433173JSE,,5320
6460959JSE,,1884
6460988JSE,,1935
6461013JSE,,1935
6461041JSE,,1935
6461072JSE,,1935
6461107JSE,,1935
6491511JSE,,9600
6493992JSE,,9966
6494028JSE,,9700
6494056JSE,,9700
6494084JSE,,9700
6494111JSE,,2742
6494140JSE,,2520
6494178JSE,,2136
6494205JSE,,2136
6494246JSE,,2302
6494423JSE,,9600
6494451JSE,,9600
6494483JSE,,9600
6521128JSE,,5322
6521156JSE,,5322
6521184JSE,,5322
6521211JSE,,5322
6521247JSE,,9500
6495182JSE,,0
6495218JSE,,7280
6495248JSE,,0
6495276JSE,,0
6495409JSE,,6185
6495440JSE,,6185
6495479JSE,,6185
6495506JSE,,6185
6495534JSE,,6185
6495562JSE,,1767
6495590JSE,,1767
6495628JSE,,1767
6495697JSE,,3100
6495724JSE,,9730
6495861JSE,,2780
6495894JSE,,2780
6495927JSE,,8300
6495955JSE,,2780
6495983JSE,,2780
6496019JSE,,8530
6496047JSE,,8530
6496088JSE,,8530
6496115JSE,,8530
