PARTICIPANT_CODE,DISTRICT,POSTCODE
6496903JSE,,9600
6496931JSE,,2265
6496962JSE,,2265
6496998JSE,,9835
6497023JSE,,2265
6497051JSE,,9880
6497092JSE,,9880
6497124JSE,,9880
6497158JSE,,6670
6499096JSE,,2031
6499123JSE,,0
6499151JSE,,2740
6501251JSE,,0
6501289JSE,,0
6501317JSE,,0
6501345JSE,,0
6502185JSE,,9706
6502212JSE,,9830
6502240JSE,,9706
6502279JSE,,9640
6502306JSE,,9700
6502334JSE,,9830
6504039JSE,,6300
6504067JSE,,6300
6504095JSE,,6300
6504122JSE,,6300
6504150JSE,,6300
6505451JSE,,2350
6505483JSE,,2350
6505517JSE,,2350
6505545JSE,,2350
6505573JSE,,2350
6505613JSE,,2350
6505641JSE,,2350
6505674JSE,,9000
6505707JSE,,1020
6505844JSE,,450
6505872JSE,,2350
6505904JSE,,2350
6505938JSE,,2490
6505979JSE,,2350
6506004JSE,,2727
6506032JSE,,1020
6506060JSE,,450
6506099JSE,,2350
6506126JSE,,1110
6506154JSE,,2350
6506291JSE,,2315
6506329JSE,,2350
6506357JSE,,2727
6506385JSE,,450
6506412JSE,,250
6506440JSE,,2350
6506479JSE,,1020
6506506JSE,,1066
6508213JSE,,0
6508254JSE,,1876
6511338JSE,,7280
6512599JSE,,0
6512626JSE,,0
6512654JSE,,0
6515085JSE,,6300
6515621JSE,,0
6516393JSE,,0
6518153JSE,,0
6518181JSE,,0
6518221JSE,,1340
6518250JSE,,7600
6518288JSE,,9600
6518315JSE,,450
6518343JSE,,1900
6518371JSE,,450
6518409JSE,,1900
6518437JSE,,250
6518478JSE,,7655
6518614JSE,,3290
6518642JSE,,3290
6914548JSE,,1302
6942160JSE,,2350
6914576JSE,,0
6914603JSE,,2573
6914631JSE,,2573
6914661JSE,,2573
6914698JSE,,7551
6914725JSE,,6810
6914766JSE,,6810
6914794JSE,,6820
6914930JSE,,6810
6914969JSE,,6740
6914997JSE,,7551
6915022JSE,,6740
6915050JSE,,6740
6915089JSE,,7551
6892051JSE,,4600
6892092JSE,,0
6892124JSE,,0
6892267JSE,,0
6892295JSE,,3200
6892322JSE,,9540
6892350JSE,,6530
6892389JSE,,6530
6892416JSE,,6530
6892457JSE,,6530
6892485JSE,,6530
6892512JSE,,6530
6892540JSE,,6530
6892579JSE,,6530
6892715JSE,,2610
6892743JSE,,2610
6892771JSE,,2610
6892809JSE,,9932
6892837JSE,,2715
6892865JSE,,8460
6892905JSE,,1930
6892933JSE,,250
6892961JSE,,250
6892991JSE,,250
6893025JSE,,2715
6893162JSE,,250
6893190JSE,,2520
6921101JSE,,9585
6921137JSE,,2522
6921168JSE,,3100
6921208JSE,,9585
6921236JSE,,9585
6921264JSE,,2522
6921292JSE,,2835
6921328JSE,,3100
6921358JSE,,1752
6921495JSE,,2522
6921522JSE,,3100
6921550JSE,,3100
6921589JSE,,2522
6921616JSE,,9585
6894679JSE,,3300
6894706JSE,,1300
6894734JSE,,7281
6894762JSE,,7281
6894790JSE,,0
6894828JSE,,5320
6894869JSE,,5320
6894897JSE,,5320
6894924JSE,,5320
6895668JSE,,6330
6895696JSE,,9540
6895723JSE,,6500
6895751JSE,,6400
6895784JSE,,2522
6895817JSE,,2522
6895858JSE,,2522
6895886JSE,,2522
6896020JSE,,2522
6896059JSE,,0
6896550JSE,,6740
6896589JSE,,6539
6925844JSE,,9880
6898757JSE,,4706
6898785JSE,,3850
6898825JSE,,5760
6898853JSE,,300
6898881JSE,,300
6898919JSE,,1490
6898947JSE,,1490
6898975JSE,,300
6899000JSE,,5213
6899039JSE,,3969
6899072JSE,,6531
6899216JSE,,5264
6899244JSE,,5264
6899272JSE,,5264
6899302JSE,,5264
6899338JSE,,9430
6899366JSE,,9430
6899394JSE,,9430
6899434JSE,,9720
6899462JSE,,9720
6899490JSE,,9720
6899528JSE,,9720
6899665JSE,,3300
6927483JSE,,9540
6927510JSE,,2333
6927551JSE,,2430
6927580JSE,,110
6927617JSE,,2527
6927645JSE,,2430
6927771JSE,,2430
6927807JSE,,2430
6927848JSE,,2430
6927876JSE,,1905
6927903JSE,,110
6901519JSE,,3325
6901996JSE,,1710
6902021JSE,,1710
6902056JSE,,1710
6902088JSE,,1710
6902128JSE,,0
6902156JSE,,0
6930921JSE,,9800
6930959JSE,,9800
6930988JSE,,9800
6931013JSE,,9800
6931041JSE,,9800
6931072JSE,,110
6931107JSE,,5320
6931135JSE,,5320
6905869JSE,,1020
6905909JSE,,0
6905937JSE,,0
6905965JSE,,284
6905993JSE,,0
6906029JSE,,0
6906057JSE,,284
6906194JSE,,284
6906221JSE,,0
6906250JSE,,0
6906288JSE,,0
6906315JSE,,284
6906343JSE,,0
6906371JSE,,0
6933833JSE,,0
6933861JSE,,6300
6933894JSE,,0
6933927JSE,,1050
6934075JSE,,5880
6934102JSE,,5880
6803624JSE,,6620
6804451JSE,,7281
6804483JSE,,6695
6804522JSE,,6400
7021836JSE,,2610
6915129JSE,,6810
6915157JSE,,6740
6915185JSE,,6740
6915212JSE,,6740
6915240JSE,,6740
6943271JSE,,1050
6943378JSE,,3241
6943501JSE,,284
6920817JSE,,250
6920845JSE,,3250
6920873JSE,,3250
6920900JSE,,3250
6921046JSE,,2835
6921074JSE,,2570
6921644JSE,,2621
6921672JSE,,3100
6921712JSE,,2621
6921740JSE,,2522
6921779JSE,,1872
6921806JSE,,2835
6922035JSE,,6300
6922063JSE,,6300
6922091JSE,,6300
6922129JSE,,6300
6922157JSE,,6300
6922185JSE,,6300
6922225JSE,,6300
6922253JSE,,6300
6922402JSE,,2210
6922430JSE,,5322
6922469JSE,,2980
6924189JSE,,9725
6924216JSE,,9725
6924244JSE,,9725
6924272JSE,,9725
6925532JSE,,6531
6925560JSE,,5322
6925599JSE,,5322
6925626JSE,,2610
6925654JSE,,1050
6925682JSE,,6570
6925713JSE,,1510
6925750JSE,,2715
6925789JSE,,3100
6925816JSE,,9880
6927184JSE,,6300
6927361JSE,,2715
6927399JSE,,1020
6927427JSE,,1020
6927455JSE,,2333
6951354JSE,,1
6951382JSE,,255
6927931JSE,,1020
6927962JSE,,8300
6927998JSE,,8300
6928416JSE,,7280
6928444JSE,,3100
6928472JSE,,2420
6952559JSE,,2710
6952587JSE,,2710
6952614JSE,,2710
6952642JSE,,2710
6952683JSE,,2740
6952710JSE,,2740
6952749JSE,,2740
6952777JSE,,6310
6952804JSE,,6310
6931176JSE,,5320
6931203JSE,,6670
6931231JSE,,2780
6955757JSE,,6665
6955785JSE,,2350
6955812JSE,,2940
6955840JSE,,3000
6955881JSE,,6570
6955919JSE,,6570
6955947JSE,,6570
6956082JSE,,6130
6956111JSE,,6300
6956148JSE,,1037
6956176JSE,,1037
6112710JSE,,0
5449873HST,,5540
5985263HST,,9680
5909391JSE,,7230
5874297HST,,2410
4983134JSE,,9700
5212501JSE,,2265
6799290JSE,,2523
6799328JSE,,1200
6799356JSE,,9445
6825098JSE,,3300
6825127JSE,,3300
6825155JSE,,3300
6825183JSE,,7280
6543787JSE,,265
6543814JSE,,1740
6543842JSE,,1760
6543870JSE,,0
6543908JSE,,480
6543936JSE,,0
6543964JSE,,1472
6544111JSE,,265
6544140JSE,,265
6544178JSE,,265
6544205JSE,,265
6544233JSE,,265
6544274JSE,,2740
6544301JSE,,2740
6544331JSE,,2740
6544368JSE,,2740
6544396JSE,,2740
6942199JSE,,2350
6942226JSE,,2350
6942254JSE,,470
6942282JSE,,2350
6942315JSE,,2335
6942348JSE,,2430
6942389JSE,,2350
6942416JSE,,2333
6942444JSE,,2980
6942472JSE,,2375
6942619JSE,,2430
6942647JSE,,2430
6942675JSE,,2350
6942702JSE,,2375
6942730JSE,,2430
6942771JSE,,2333
6942809JSE,,2490
6942837JSE,,2430
6942865JSE,,2430
6942893JSE,,2350
6942920JSE,,2490
6943053JSE,,2350
6943081JSE,,2375
6943121JSE,,2350
6943153JSE,,2350
6943188JSE,,2200
6943215JSE,,2490
6943243JSE,,2490
6944407JSE,,2712
6944435JSE,,2570
6944463JSE,,2570
6944491JSE,,2571
6944529JSE,,2712
6944557JSE,,2570
6944585JSE,,2570
6944612JSE,,3300
6944653JSE,,6740
6944681JSE,,6670
6944719JSE,,6740
6970229JSE,,9950
6970421JSE,,6665
6970454JSE,,7551
6970488JSE,,7551
6970515JSE,,7230
6970543JSE,,7299
6970571JSE,,7233
6970609JSE,,7230
6970637JSE,,7299
6970665JSE,,7551
6970705JSE,,7299
6970733JSE,,7299
6970870JSE,,9868
6948577JSE,,0
6948607JSE,,2520
6948635JSE,,2200
6948663JSE,,2200
6948691JSE,,1760
6948731JSE,,1742
6948768JSE,,2710
6973577JSE,,6670
6973604JSE,,6000
6973632JSE,,6008
6973660JSE,,6200
6973699JSE,,6008
6973726JSE,,5850
6973754JSE,,5760
6973782JSE,,5760
6973822JSE,,4730
6973850JSE,,4730
6975121JSE,,6130
6975153JSE,,2851
6975188JSE,,2851
6975215JSE,,6200
6951412JSE,,255
6951448JSE,,1752
6951598JSE,,6810
6951625JSE,,6810
6951653JSE,,6810
6951694JSE,,6810
6951721JSE,,6810
6951755JSE,,6810
6951788JSE,,6810
6951815JSE,,6810
6951843JSE,,6810
6951871JSE,,6810
6951909JSE,,6810
6952044JSE,,6810
6952072JSE,,6810
6952108JSE,,6810
6952138JSE,,6810
6952166JSE,,6810
6952194JSE,,6810
6952221JSE,,6810
6952262JSE,,9500
6952290JSE,,6530
6952328JSE,,0
6952356JSE,,0
6952493JSE,,2710
6952520JSE,,2710
6978358JSE,,9300
6978616JSE,,5850
6978644JSE,,6200
6978672JSE,,4275
6955635JSE,,9540
6955663JSE,,9540
6955691JSE,,9540
6955729JSE,,9540
6956203JSE,,1037
6956231JSE,,31
6956263JSE,,31
6956298JSE,,2740
6956325JSE,,2740
6956366JSE,,6230
6983110JSE,,6000
6983149JSE,,6608
6983177JSE,,6139
6983204JSE,,6180
6983232JSE,,6300
6983260JSE,,6139
6983412JSE,,6265
6983448JSE,,301
6983476JSE,,301
6983503JSE,,301
3889803JSE,,2755
4127265HST,,9600
4842377HST,,9500
4895070HST,,1340
6274864HST,,2520
5685342HST,,9610
6962227JSE,,9670
6851933JSE,,2743
6851968JSE,,1963
6851996JSE,,2526
6852021JSE,,2743
6852056JSE,,2743
6852088JSE,,2526
6852115JSE,,9868
6852143JSE,,2526
6852184JSE,,2743
6852211JSE,,0
6968352JSE,,5280
6968380JSE,,4950
6968418JSE,,4730
6968446JSE,,4730
6968487JSE,,4730
6992852JSE,,2000
6992888JSE,,5280
6992915JSE,,4950
6969326JSE,,6140
6969354JSE,,6140
6969382JSE,,6140
6969529JSE,,9680
6969557JSE,,9670
6969585JSE,,9317
6969612JSE,,9364
6969640JSE,,9338
6969679JSE,,9680
6969706JSE,,9680
6969747JSE,,9670
6969775JSE,,9670
6969802JSE,,9680
6969830JSE,,2771
6969978JSE,,2771
6970000JSE,,2771
6970039JSE,,9950
6970067JSE,,2771
6970095JSE,,2771
6970122JSE,,2771
6970163JSE,,9950
6970191JSE,,9950
6994234JSE,,6670
6994268JSE,,2380
6994296JSE,,2380
6994323JSE,,2380
6994364JSE,,3257
6994392JSE,,3257
6994425JSE,,3257
6994458JSE,,3257
6994486JSE,,3257
6994663JSE,,3257
6970908JSE,,9868
6970936JSE,,9868
6970964JSE,,9868
6970992JSE,,9868
6995797JSE,,6600
6995827JSE,,6600
6995964JSE,,6670
6995992JSE,,6600
6996028JSE,,6600
6997425JSE,,0
6997453JSE,,0
6997481JSE,,0
6997521JSE,,0
6997551JSE,,6740
6997588JSE,,6740
6997615JSE,,6740
6973889JSE,,4730
6974010JSE,,4730
6974049JSE,,3291
6974085JSE,,4730
6974117JSE,,4730
6974145JSE,,4730
6999200JSE,,2770
6999239JSE,,2770
6999267JSE,,2770
6999295JSE,,2770
6999322JSE,,2770
6999363JSE,,2770
6999391JSE,,3300
6999538JSE,,2260
6999566JSE,,2260
6999594JSE,,2260
6975799JSE,,4730
6975839JSE,,4730
6975867JSE,,3183
6975895JSE,,9338
6975922JSE,,5920
6975950JSE,,2430
6975989JSE,,2430
6976014JSE,,2430
6976042JSE,,0
6976070JSE,,0
6976110JSE,,0
6978700JSE,,6603
6978738JSE,,6603
6978766JSE,,4920
6978806JSE,,5600
6978943JSE,,5600
6978971JSE,,5600
6979007JSE,,5600
6979035JSE,,5600
6979063JSE,,5600
6979091JSE,,5600
6979129JSE,,5600
6979166JSE,,5600
6979198JSE,,5600
6979225JSE,,5600
6979253JSE,,4730
6979390JSE,,3605
6979428JSE,,3605
6979456JSE,,3100
6979484JSE,,3100
6979511JSE,,5660
6979548JSE,,5660
6979580JSE,,5660
6979618JSE,,3605
6979646JSE,,3605
6979674JSE,,3605
6979701JSE,,3605
7004127JSE,,1020
7004155JSE,,6570
6980944JSE,,1240
6983531JSE,,301
6983564JSE,,301
6983603JSE,,1350
6983638JSE,,1350
6983666JSE,,5850
6983694JSE,,5425
6983721JSE,,5850
6983869JSE,,9500
6983897JSE,,9500
6983924JSE,,9500
6983952JSE,,5850
6983980JSE,,5320
6984016JSE,,5425
6773612JSE,,2601
6773828JSE,,1065
6773856JSE,,6740
6773993JSE,,2610
6774029JSE,,2610
6774057JSE,,2610
6774085JSE,,0
6774112JSE,,0
6774140JSE,,1056
6774181JSE,,3170
6936106JSE,,0
6936309JSE,,6740
6936344JSE,,2780
6936378JSE,,9000
6936405JSE,,3100
6936433JSE,,3100
6936461JSE,,6740
6936496JSE,,6740
6936527JSE,,6740
6936555JSE,,184
6936583JSE,,9000
6936623JSE,,9000
4382316JSE,,8282
5868136HST,,0
6601789JSE,,6400
6602385JSE,,3000
6630212JSE,,6740
6630240JSE,,6530
6994037JSE,,6670
6994174JSE,,6670
6994201JSE,,6670
6995637JSE,,9610
6995665JSE,,6600
6995693JSE,,6600
6995720JSE,,6600
6995759JSE,,6600
6997303JSE,,0
6997331JSE,,0
6997360JSE,,0
6997398JSE,,0
6999621JSE,,2260
6999658JSE,,350
6999688JSE,,1350
6999728JSE,,9725
6999756JSE,,9725
6999784JSE,,9725
6999811JSE,,9725
6999849JSE,,9725
6999987JSE,,1240
7000010JSE,,1240
7000049JSE,,1240
7000077JSE,,1240
7000104JSE,,1240
7000132JSE,,1240
7000160JSE,,1240
7000199JSE,,1240
7003384JSE,,9786
7003411JSE,,9786
7003441JSE,,9744
7003574JSE,,9326
6963988JSE,,9700
6037523HST,,6300
6317253HST,,9950
6578739HST,,470
7004183JSE,,6695
7004210JSE,,6695
7004249JSE,,0
7004289JSE,,8770
7004317JSE,,3300
7004345JSE,,3300
7004482JSE,,9830
7004519JSE,,3080
7004548JSE,,2350
7004576JSE,,2350
7004603JSE,,2350
7004631JSE,,6742
7004661JSE,,6742
7004700JSE,,6742
7004738JSE,,6742
7004766JSE,,6576
7004794JSE,,6576
7004928JSE,,2250
7004969JSE,,6300
7004997JSE,,7280
7005920JSE,,2271
7005958JSE,,2210
7005986JSE,,2210
7006011JSE,,2210
7006052JSE,,2210
7006080JSE,,2210
7006118JSE,,2210
7006146JSE,,850
7006270JSE,,1020
7006310JSE,,850
7006349JSE,,9835
7006377JSE,,9835
7006404JSE,,450
7006432JSE,,450
7006460JSE,,450
7006499JSE,,1020
5303777JSE,,2610
6880990JSE,,3256
6881026JSE,,3256
6881054JSE,,3256
6881082JSE,,3256
6881111JSE,,3256
6881148JSE,,3256
6881189JSE,,3256
6881216JSE,,1449
6881244JSE,,0
6906411JSE,,1380
6906441JSE,,0
6906478JSE,,2490
6906505JSE,,0
6906642JSE,,0
6906670JSE,,0
6961253JSE,,2210
6961281JSE,,0
6986321JSE,,0
6986357JSE,,0
6986388JSE,,6695
6986415JSE,,6695
6986548JSE,,9670
6986578JSE,,9670
6678029JSE,,3740
5866092JSE,,7665
5493583JSE,,8600
4428799HST,,0
5864235JSE,,9680
5344497HST,,9660
6150978HST,,1763
7003437HST,,9786
6860049HST,,9602
5720023HST,,9913
4447807HST,,0
6601301JSE,,6670
6601331JSE,,6670
6601477JSE,,3250
6601504JSE,,3250
6601532JSE,,3250
6601560JSE,,6400
6601599JSE,,6400
6601639JSE,,6400
6601667JSE,,6400
6601695JSE,,6400
6601722JSE,,6400
6601750JSE,,6400
4478633JSE,,8600
5259752HST,,9840
6764918HST,,2660
4192725JSE,,2710
4141807HST,,1390
6008055HST,,2740
5304603JSE,,2760
6725376JSE,,9500
6573430HST,,0
5737062JSE,,5760
6442326HST,,560
5847757JSE,,9420
6330753JSE,,6835
6164942HST,,3310
5942388HST,,1120
6999199HST,,1935
6275689HST,,8650
5359980HST,,2727
4220041HST,,0
6380707JSE,,2520
6253742JSE,,3880
5752485JSE,,9500
5543692JSE,,9520
5177656HST,,900
5086421JSE,,7230
6198690HST,,9890
6329889HST,,9595
6933861HST,,6300
6089091HST,,0
5390225JSE,,9700
6831166JSE,,9600
6898120JSE,,1340
6382822JSE,,9660
7002871HST,,2640
5184276HST,,1185
6107172JSE,,1120
6848884HST,,2780
6971750JSE,,2430
6259997HST,,2280
6078012HST,,9830
6949176HST,,2245
4345658HST,,3000
5780325HST,,8530
5390240JSE,,9705
5835202HST,,9530
4462176HST,,2980
6358107HST,,7355
6346395HST,,0
6118684JSE,,8600
6963951JSE,,8600
6800862JSE,,6400
6800890JSE,,2770
6800930JSE,,6665
6800969JSE,,6185
6800997JSE,,6185
6801022JSE,,6185
6801050JSE,,6185
6801089JSE,,6185
6801116JSE,,6185
6801144JSE,,6185
6660234JSE,,2200
6660262JSE,,300
6660290JSE,,2200
6660328JSE,,2200
6660356JSE,,2660
6660384JSE,,2808
6660411JSE,,2200
6660441JSE,,2660
6660480JSE,,1876
6660518JSE,,1740
6660546JSE,,1740
6660683JSE,,0
6691001JSE,,3241
6691149JSE,,600
5273711JSE,,2330
5434078JSE,,9540
5762166HST,,1490
4150380JSE,,2670
6950309HST,,9460
5851784HST,,5435
5494802JSE,,2770
4650660HST,,3280
6446043HST,,3280
5736711HST,,2740
6768943HST,,2435
5876044JSE,,2350
6233072HST,,2610
6712050HST,,3370
6411967JSE,,4720
4511744HST,,0
6155797HST,,9725
3873632JSE,,6760
6339068HST,,2680
4801277HST,,9944
5636205HST,,8550
6904243JSE,,0
5551503JSE,,6785
5302491JSE,,9660
6223282HST,,9860
4698124HST,,6530
5065315HST,,2520
5047379HST,,2520
5584369JSE,,0
6597426JSE,,0
6564330JSE,,2650
5868164HST,,0
6940955JSE,,9535
5500545HST,,9735
6387712HST,,9660
5502278HST,,0
5921248HST,,2727
5195871JSE,,8603
5434080JSE,,9535
5895368HST,,2930
4778879JSE,,9890
5809340JSE,,2570
6438973HST,,2970
6093042HST,,2725
4727487JSE,,9445
6474747HST,,7280
6444576JSE,,6300
5941616HST,,2775
6696366HST,,9450
5375332HST,,2650
6695635JSE,,9400
5405914HST,,0
6049441JSE,,2370
4716056HST,,0
6365645HST,,8650
4638012HST,,9810
5414702JSE,,0
6143299JSE,,2740
6666303JSE,,2435
5823936JSE,,1900
5083819HST,,9338
5896086JSE,,2430
0264704JSE,,0
0268003JSE,,0
3711763JSE,,1120
0091449JSE,,0
0269101JSE,,0
0266297JSE,,0
0212482JSE,,0
0268328JSE,,0
6937217JSE,,1748
6937245JSE,,6620
6937273JSE,,5880
6659846JSE,,9325
6659874JSE,,2770
6659901JSE,,2770
6659933JSE,,5500
6659968JSE,,300
6659996JSE,,300
6660031JSE,,2021
6660069JSE,,2021
6660098JSE,,300
4814359HST,,9700
6720093JSE,,2725
3802184HST,,1621
6455586HST,,2670
0261122JSE,,0
0266570JSE,,0
0261678JSE,,0
0261705JSE,,0
0268723JSE,,0
0260323JSE,,0
0267367JSE,,0
0231289JSE,,0
0266555JSE,,0
0212292JSE,,0
0269522JSE,,0
0260785JSE,,0
0262141JSE,,0
0269740JSE,,0
0193595JSE,,0
4838344HST,,9520
6573091HST,,0
0266907JSE,,0
0228612JSE,,0
0260691JSE,,0
0188537JSE,,0
0204031JSE,,0
0266948JSE,,0
0266474JSE,,0
0260768JSE,,0
0265173JSE,,0
0240933JSE,,0
0265688JSE,,0
0221268JSE,,0
0225988JSE,,0
0226085JSE,,0
0219391JSE,,0
0213362JSE,,0
0095854JSE,,0
0217017JSE,,0
6409722JSE,,5445
4831108HST,,2430
6441786HST,,1935
3884493HST,,9840
4745116HST,,9913
4655672HST,,1095
6350771HST,,7010
6518125JSE,,2770
6370007HST,,2410
5752553HST,,0
5584371HST,,2680
6466324HST,,0
6812970HST,,6300
6243838HST,,2660
4691948JSE,,2743
4024153JSE,,1512
6175965JSE,,2740
6974905HST,,9810
5201180HST,,0
6730590JSE,,9700
6995263HST,,9830
4896518HST,,2415
6257083HST,,920
6343438HST,,0
6256202HST,,9940
4556269HST,,6531
6854935JSE,,2528
6854963JSE,,5201
6855001JSE,,6300
6855030JSE,,6300
6855068JSE,,6300
6855096JSE,,6300
6855123JSE,,6300
6937300JSE,,8600
6937339JSE,,2770
6937367JSE,,8621
6937395JSE,,2735
6937422JSE,,2780
6937463JSE,,251
6937491JSE,,2660
6937529JSE,,2735
6937653JSE,,2640
6937694JSE,,0
6937721JSE,,0
6937755JSE,,0
6937788JSE,,0
6937815JSE,,50
6937843JSE,,9982
5394303HST,,1930
0262259JSE,,0
0261665JSE,,0
0265538JSE,,0
0260486JSE,,0
0261353JSE,,0
0266664JSE,,0
0262224JSE,,0
0261026JSE,,0
0261910JSE,,0
0228516JSE,,0
0229595JSE,,0
0261285JSE,,0
0261082JSE,,0
0229072JSE,,0
0009322JSE,,0
0262287JSE,,0
0186138JSE,,0
0261787JSE,,0
0267182JSE,,0
0215528JSE,,0
0225699JSE,,0
0229275JSE,,0
0224818JSE,,0
0230043JSE,,0
0266215JSE,,0
0260650JSE,,0
0260351JSE,,0
0219594JSE,,0
0219690JSE,,0
0241527JSE,,0
0242123JSE,,0
0241727JSE,,0
0265051JSE,,0
0229194JSE,,0
0265077JSE,,0
3711626JSE,,8730
0241948JSE,,0
0240538JSE,,0
0240431JSE,,0
0252198JSE,,0
0010524JSE,,0
6882586JSE,,6140
6963263JSE,,2360
6963298JSE,,2360
6963325JSE,,9515
6963353JSE,,7299
6963381JSE,,2360
6963419JSE,,2360
6963447JSE,,2360
6963475JSE,,6665
6963515JSE,,1020
6963543JSE,,1020
6963678JSE,,9810
6963718JSE,,9810
6060461HST,,3100
5901369JSE,,3100
4933517HST,,6185
4965599JSE,,9860
6691177JSE,,600
6691204JSE,,2157
6691232JSE,,600
6691260JSE,,0
6691299JSE,,1735
6691326JSE,,0
6691367JSE,,600
6691395JSE,,6330
6691422JSE,,6070
6691450JSE,,6330
6691598JSE,,9786
6691625JSE,,6055
6691653JSE,,9786
6691681JSE,,5800
6691719JSE,,5320
6691747JSE,,5800
6691775JSE,,6330
6691802JSE,,6105
6691843JSE,,9786
6691871JSE,,5800
6691909JSE,,6330
4601543JSE,,5480
3711682JSE,,9880
0117198JSE,,0
0268614JSE,,0
0267151JSE,,0
0268736JSE,,0
0267706JSE,,0
0116018JSE,,0
0267949JSE,,0
0269616JSE,,0
0268437JSE,,0
6755818JSE,,6740
7015803JSE,,5206
6761586JSE,,0
6761626JSE,,470
7014761JSE,,2006
7014797JSE,,9300
0267395JSE,,0
0268206JSE,,0
0269033JSE,,0
0106190JSE,,0
0267096JSE,,0
0094295JSE,,0
0268636JSE,,0
0112538JSE,,0
0250003JSE,,0
0113309JSE,,0
0113162JSE,,3114
0269930JSE,,0
0130902JSE,,0
0066858JSE,,0
0153503JSE,,0
0112837JSE,,0
0268411JSE,,0
0099620JSE,,0
0222041JSE,,0
0212591JSE,,0
0221541JSE,,0
0106121JSE,,0
0112647JSE,,0
0269629JSE,,0
0116236JSE,,0
0268749JSE,,0
0261883JSE,,0
0268444JSE,,0
0103398JSE,,0
0269142JSE,,0
6776281JSE,,3680
6776319JSE,,3680
6910865JSE,,9600
6910905JSE,,5320
6910933JSE,,5320
6910961JSE,,5320
6910991JSE,,5320
6911025JSE,,5320
6911053JSE,,5320
6938561JSE,,7945
6938593JSE,,6310
6938627JSE,,6300
6938655JSE,,6300
6938683JSE,,7230
6938723JSE,,7945
6938751JSE,,6570
6938784JSE,,7230
6938817JSE,,7230
6938845JSE,,7230
6753302JSE,,284
6753338JSE,,3340
6753379JSE,,2200
6753406JSE,,2200
6753434JSE,,2200
6753571JSE,,4700
6753609JSE,,4700
6753637JSE,,4700
6753665JSE,,4700
6753693JSE,,4700
6753720JSE,,4700
6753761JSE,,4700
6753797JSE,,2680
6753827JSE,,1122
6753855JSE,,6665
6753883JSE,,6665
7014229JSE,,300
7014231JSE,,6665
6757186JSE,,4590
6757213JSE,,3180
6757241JSE,,3760
6757276JSE,,3170
6757307JSE,,9786
6757348JSE,,6820
6757485JSE,,6740
6757512JSE,,3300
6757540JSE,,0
6781108JSE,,0
6781138JSE,,9700
6781166JSE,,0
6781194JSE,,0
6781330JSE,,0
6781369JSE,,9700
6781397JSE,,0
6781424JSE,,0
6781452JSE,,0
6781480JSE,,0
6781520JSE,,0
6781559JSE,,0
6781587JSE,,0
6781614JSE,,0
6781642JSE,,0
6782779JSE,,2725
6782806JSE,,2725
6782847JSE,,2725
6782875JSE,,0
6782902JSE,,2867
6782930JSE,,2867
6782969JSE,,0
6782997JSE,,0
6783131JSE,,800
6783166JSE,,800
6783198JSE,,265
6783225JSE,,2867
6783253JSE,,265
6758922JSE,,9700
6758950JSE,,9700
6758989JSE,,9700
6759014JSE,,9700
6759042JSE,,9700
6759070JSE,,9700
6759110JSE,,1340
6759149JSE,,1340
6785910JSE,,2490
6785949JSE,,2490
6785977JSE,,9670
6786002JSE,,2600
6786030JSE,,2600
6786069JSE,,2600
6786097JSE,,2600
6786137JSE,,6665
6786165JSE,,2520
6786193JSE,,6665
6761654JSE,,470
6761682JSE,,470
6761713JSE,,470
6761857JSE,,7250
6761885JSE,,7250
6761912JSE,,6695
6761940JSE,,5288
6761979JSE,,6695
6762004JSE,,7280
6762032JSE,,6105
6762073JSE,,6018
6790091JSE,,6750
6790225JSE,,6539
6790253JSE,,6539
6790281JSE,,6539
6767085JSE,,1510
7015292JSE,,2310
7015342JSE,,2330
7015355JSE,,9850
7015327JSE,,2940
6831247JSE,,9630
7015233JSE,,9786
7015246JSE,,9520
7015140JSE,,3100
7015015JSE,,2375
6768888JSE,,6055
6796512JSE,,8624
6796553JSE,,8624
6796581JSE,,8624
6796619JSE,,8624
6796647JSE,,8624
6796675JSE,,8624
6856546JSE,,0
6856574JSE,,6830
6856601JSE,,6830
6856632JSE,,1330
6856817JSE,,6330
6856845JSE,,6330
6856873JSE,,6330
6856900JSE,,6330
6856939JSE,,6330
6938873JSE,,6670
6939005JSE,,7281
6939915JSE,,6770
6939943JSE,,6770
6939971JSE,,6770
6940004JSE,,6770
6940032JSE,,6770
6940060JSE,,6770
4420753HST,,5435
6805167JSE,,9515
6805195JSE,,6185
6805235JSE,,6670
6805263JSE,,6185
6805291JSE,,6740
6805329JSE,,6530
6805357JSE,,6740
6805494JSE,,6530
6805521JSE,,6185
6805551JSE,,6530
6805588JSE,,6185
6805628JSE,,6740
6805656JSE,,6530
6805684JSE,,6530
6805711JSE,,6185
6805742JSE,,6530
6805778JSE,,6185
